Sample	n_segs	frac_altered	n_extrema
TCGA-BR-8678-01	169	0.651581144	93
TCGA-BR-8679-01	171	0.658294881	96
TCGA-BR-8680-01	66	0.120513352	18
TCGA-BR-8682-01	95	0.282275927	40
TCGA-BR-8683-01	115	0.507517561	53
TCGA-BR-8686-01	79	0.192055765	27
TCGA-BR-8687-01	196	0.462999909	117
TCGA-BR-8690-01	113	0.363994801	58
TCGA-BR-A44T-01	67	0.001886031	29
TCGA-BR-A44U-01	197	0.322533164	126
TCGA-BR-A452-01	424	0.618763396	282
TCGA-BR-A453-01	56	0.003041976	10
TCGA-BR-A4CQ-01	294	0.88357762	181
TCGA-BR-A4CR-01	155	0.604205662	82
TCGA-BR-A4CS-01	222	0.660900833	141
TCGA-BR-A4IU-01	59	0.075188702	15
TCGA-BR-A4IV-01	73	0.00091509	30
TCGA-BR-A4IY-01	158	0.354666501	89
TCGA-BR-A4IZ-01	59	0.000281425	17
TCGA-BR-A4J1-01	313	0.870152138	206
TCGA-BR-A4J2-01	96	0.042518891	45
TCGA-BR-A4J4-01	106	0.263179776	54
TCGA-BR-A4J5-01	45	0.145257713	9
TCGA-BR-A4J6-01	212	0.262321588	127
TCGA-BR-A4J7-01	97	0.114162433	44
TCGA-BR-A4J8-01	131	0.643461896	69
TCGA-BR-A4J9-01	56	0.112739713	14
TCGA-BR-A4PD-01	226	0.638828617	139
TCGA-BR-A4PE-01	256	0.587621645	169
TCGA-BR-A4PF-01	206	0.71463974	114
TCGA-BR-A4QI-01	1162	0.707030237	870
TCGA-BR-A4QL-01	121	0.056723849	56
TCGA-BR-A4QM-01	74	0.035623833	32
TCGA-BS-A0T9-01	51	0.09686555	9
TCGA-BS-A0TA-01	59	0.00047263	17
TCGA-BS-A0TC-01	71	0.000531873	31
TCGA-BS-A0TD-01	45	0.000127184	11
TCGA-BS-A0TE-01	248	0.947973516	163
TCGA-BS-A0TG-01	29	0.049828066	2
TCGA-BS-A0TI-01	317	0.510198085	209
TCGA-BS-A0TJ-01	105	0.00018462	52
TCGA-BS-A0U5-01	71	9.43E-05	31
TCGA-BS-A0U7-01	66	0.090791527	20
TCGA-BS-A0U8-01	79	0.0034286	32
TCGA-BS-A0U9-01	344	0.934749372	209
TCGA-BS-A0UA-01	71	1.47E-05	26
TCGA-BS-A0UF-01	43	0.001805633	6
TCGA-BS-A0UJ-01	111	0.000146605	64
TCGA-BS-A0UL-01	61	7.50E-05	17
TCGA-BS-A0UT-01	63	0.785736878	23
TCGA-BS-A0UV-01	142	0.125498438	72
TCGA-BS-A0V4-01	50	0.03069522	10
TCGA-BS-A0V6-01	69	0.000194901	26
TCGA-BS-A0V7-01	67	0.153654433	21
TCGA-BS-A0V8-01	374	0.57495237	257
TCGA-BS-A0VI-01	36	0.043990633	4
TCGA-BS-A0WQ-01	47	0.04705479	16
TCGA-BT-A0S7-01	130	0.287154934	66
TCGA-BT-A0YX-01	91	0.101021248	35
TCGA-BT-A20J-01	361	0.566218885	223
TCGA-BT-A20N-01	274	0.760957024	156
TCGA-BT-A20O-01	69	0.02359439	31
TCGA-BT-A20P-01	249	0.236864784	169
TCGA-BT-A20Q-01	185	0.154824566	113
TCGA-BT-A20R-01	122	0.430756429	52
TCGA-BT-A20T-01	222	0.71242855	132
TCGA-BT-A20U-01	73	0.048607334	18
TCGA-BT-A20V-01	368	0.771967002	225
TCGA-BT-A20W-01	330	0.491498975	200
TCGA-BT-A20X-01	80	0.413571348	29
TCGA-BT-A2LA-01	228	0.641724389	127
TCGA-BT-A2LB-01	170	0.707056469	101
TCGA-BT-A2LD-01	261	0.625282292	142
TCGA-BT-A3PH-01	138	0.754187811	64
TCGA-BT-A3PJ-01	271	0.902918763	152
TCGA-BT-A3PK-01	94	0.170668748	38
TCGA-BT-A42B-01	226	0.866877939	150
TCGA-BT-A42C-01	164	0.730866591	83
TCGA-BT-A42E-01	146	0.622097174	71
TCGA-BT-A42F-01	63	0.203145117	14
TCGA-BW-A5NO-01	469	0.671669915	318
TCGA-BW-A5NP-01	154	0.738237832	73
TCGA-BW-A5NQ-01	57	0.880727287	15
TCGA-C4-A0EZ-01	998	0.589547599	891
TCGA-C4-A0F0-01	145	0.525021365	77
TCGA-C4-A0F6-01	210	0.521822637	127
TCGA-C5-A0TN-01	159	0.936824132	85
TCGA-C5-A1BE-01	94	0.158265153	37
TCGA-C5-A1BF-01	78	0.23139098	29
TCGA-C5-A1BI-01	55	0.234766743	10
TCGA-C5-A1BJ-01	127	0.284104038	56
TCGA-C5-A1BK-01	140	0.241289076	75
TCGA-C5-A1BL-01	135	0.380598754	57
TCGA-C5-A1BM-01	84	0.341132624	39
TCGA-C5-A1BN-01	209	0.503395299	122
TCGA-C5-A1BQ-01	84	0.203097319	37
TCGA-C5-A1M5-01	135	0.160559363	63
TCGA-C5-A1M6-01	157	0.942513164	78
TCGA-C5-A1M7-01	110	0.339992014	55
TCGA-C5-A1M8-01	162	0.918486425	94
TCGA-C5-A1M9-01	121	0.739802593	66
TCGA-C5-A1ME-01	183	0.487167266	111
TCGA-C5-A1MF-01	165	0.379785545	91
TCGA-C5-A1MH-01	58	0.488307615	21
TCGA-C5-A1MI-01	156	0.863423454	93
TCGA-C5-A1MJ-01	96	0.500532298	38
TCGA-C5-A1MK-01	67	0.356615344	25
TCGA-C5-A1ML-01	75	0.708053317	23
TCGA-C5-A1MN-01	164	0.750166267	92
TCGA-C5-A1MP-01	69	0.829106251	26
TCGA-C5-A2LS-01	46	0.095367947	10
TCGA-C5-A2LT-01	94	0.744368956	39
TCGA-C5-A2LV-01	160	0.879037767	85
TCGA-C5-A2LX-01	148	0.789559324	71
TCGA-C5-A2LY-01	120	0.256403491	51
TCGA-C5-A2LZ-01	77	0.343338299	28
TCGA-C5-A2M1-01	148	0.140327834	76
TCGA-C5-A2M2-01	108	0.123595366	49
TCGA-C5-A3HD-01	238	0.707417429	139
TCGA-C5-A3HE-01	97	0.428118773	34
TCGA-C5-A3HF-01	61	0.195178695	23
TCGA-C5-A3HL-01	41	0.044891821	10
TCGA-C5-A7CG-01	53	0.464668728	17
TCGA-C5-A7CH-01	173	0.737063719	101
TCGA-C5-A7CJ-01	87	0.225526084	32
TCGA-C5-A7CK-01	155	0.30953364	84
TCGA-C5-A7CL-01	109	0.314514582	43
TCGA-C5-A7CM-01	215	0.317069304	143
TCGA-C5-A7CO-01	496	0.537128851	433
TCGA-C5-A7UC-01	92	0.268402817	34
TCGA-C5-A7UE-01	86	0.262527704	36
TCGA-C5-A7UH-01	225	0.801137107	135
TCGA-C5-A7UI-01	172	0.326286125	106
TCGA-C5-A7X3-01	81	0.276544306	31
TCGA-C5-A7X5-01	439	0.673160278	288
TCGA-C5-A7X8-01	110	0.756979733	53
TCGA-C5-A7XC-01	234	0.351979539	135
TCGA-C5-A8XH-01	218	0.65988228	121
TCGA-C5-A8XI-01	102	0.737224433	46
TCGA-C5-A8XJ-01	113	0.18136413	49
TCGA-C5-A8XK-01	142	0.727528603	76
TCGA-C5-A8YQ-01	180	0.671745659	105
TCGA-C5-A8YR-01	151	0.549095507	77
TCGA-C5-A8YT-01	39	0.000176606	6
TCGA-C5-A8ZZ-01	116	0.259167513	62
TCGA-C5-A907-01	208	0.096668772	131
TCGA-C8-A12K-01	289	0.716246564	182
TCGA-C8-A12L-01	441	0.758209063	282
TCGA-C8-A12M-01	483	0.534253691	311
TCGA-C8-A12N-01	55	0.075720964	17
TCGA-C8-A12O-01	159	0.568408861	83
TCGA-C8-A12P-01	547	0.753023721	372
TCGA-C8-A12Q-01	369	0.479669098	245
TCGA-C8-A12T-01	195	0.318448388	117
TCGA-C8-A12U-01	571	0.566821369	387
TCGA-C8-A12V-01	69	0.077177576	30
TCGA-C8-A12W-01	235	0.649239305	145
TCGA-C8-A12X-01	126	0.58919241	58
TCGA-C8-A12Y-01	163	0.236870547	92
TCGA-C8-A12Z-01	224	0.295401249	133
TCGA-C8-A130-01	511	0.811193062	317
TCGA-C8-A131-01	100	0.435248967	40
TCGA-C8-A132-01	220	0.382362762	127
TCGA-C8-A133-01	67	0.005322335	20
TCGA-C8-A134-01	265	0.587351716	153
TCGA-C8-A135-01	205	0.426833787	117
TCGA-C8-A137-01	334	0.270191838	212
TCGA-C8-A138-01	243	0.566678655	136
TCGA-C8-A1HE-01	91	0.121298365	42
TCGA-C8-A1HF-01	186	0.740612568	110
TCGA-C8-A1HG-01	332	0.629914179	209
TCGA-C8-A1HI-01	211	0.487658833	117
TCGA-C8-A1HJ-01	361	0.996380646	240
TCGA-C8-A1HK-01	309	0.841753191	185
TCGA-C8-A1HL-01	223	0.393375242	137
TCGA-C8-A1HM-01	252	0.693668597	156
TCGA-C8-A1HN-01	699	0.501295643	466
TCGA-C8-A1HO-01	184	0.322239203	93
TCGA-C8-A26V-01	121	0.185499984	63
TCGA-C8-A26W-01	236	0.449414692	137
TCGA-C8-A26X-01	196	0.445497611	118
TCGA-C8-A26Y-01	275	0.675478884	176
TCGA-C8-A26Z-01	248	0.540935611	155
TCGA-C8-A273-01	249	0.225428122	140
TCGA-C8-A274-01	99	0.437100356	51
TCGA-C8-A275-01	204	0.222296993	108
TCGA-C8-A278-01	175	0.464555673	97
TCGA-C8-A27A-01	482	0.917674135	337
TCGA-C8-A27B-01	268	0.823275307	164
TCGA-C8-A3M7-01	92	0.188892856	42
TCGA-C8-A3M8-01	156	0.251650459	91
TCGA-C8-A8HP-01	206	0.353751884	114
TCGA-C8-A8HQ-01	184	0.446818877	119
TCGA-C8-A8HR-01	75	0.26167208	29
TCGA-C8-A9FZ-01	250	0.969802406	167
TCGA-C9-A47Z-01	99	0.889102348	44
TCGA-C9-A480-01	88	0.199265391	31
TCGA-CA-5254-01	402	0.547151205	271
TCGA-CA-5255-01	44	0.374379097	10
TCGA-CA-5256-01	97	0.844437774	43
TCGA-CA-5796-01	54	0.113527046	13
TCGA-CA-5797-01	181	0.482100172	102
TCGA-CA-6715-01	196	0.280923028	115
TCGA-CA-6716-01	55	0.584774708	16
TCGA-CA-6717-01	37	9.54E-07	6
TCGA-CA-6718-01	91	0.114100442	41
TCGA-CA-6719-01	119	0.557715152	54
TCGA-CC-5258-01	191	0.445875657	110
TCGA-CC-5260-01	164	0.317378982	89
TCGA-CC-5261-01	122	0.456123944	70
TCGA-CC-5262-01	79	0.145817735	33
TCGA-CC-5263-01	515	0.390039904	348
TCGA-CC-5264-01	160	0.817639981	79
TCGA-CC-A1HT-01	120	0.210070667	61
TCGA-CC-A3M9-01	188	0.598569729	101
TCGA-CC-A3MA-01	167	0.891430677	91
TCGA-CC-A3MB-01	157	0.573792051	89
TCGA-CC-A3MC-01	114	0.571369497	53
TCGA-CC-A5UC-01	79	0.508275929	32
TCGA-CC-A5UD-01	96	0.946347609	45
TCGA-CC-A5UE-01	85	0.791883927	31
TCGA-CC-A7IE-01	146	0.855115209	88
TCGA-CC-A7IF-01	122	0.333608632	50
TCGA-CC-A7IG-01	143	0.749752041	77
TCGA-CC-A7IH-01	152	0.839505377	84
TCGA-CC-A7II-01	168	0.737283745	88
TCGA-CC-A7IJ-01	316	0.826713353	186
TCGA-CC-A7IK-01	151	0.775304309	80
TCGA-CC-A7IL-01	103	0.797315614	50
TCGA-CC-A8HT-01	161	0.207523994	83
TCGA-CC-A8HU-01	163	0.489821363	79
TCGA-CC-A8HV-01	400	0.814793975	254
TCGA-CC-A9FS-01	81	0.724439084	38
TCGA-CC-A9FU-01	161	0.920025443	89
TCGA-CC-A9FV-01	50	3.20E-05	10
TCGA-CC-A9FW-01	129	0.709235875	68
TCGA-CD-5798-01	81	0.014317638	40
TCGA-CD-5799-01	205	0.573794512	119
TCGA-CD-5800-01	336	0.522428476	192
TCGA-CD-5801-01	75	0.526165904	28
TCGA-CD-5802-01	287	0.648815268	174
TCGA-CD-5803-01	53	0.169324008	12
TCGA-CD-5804-01	346	0.39201176	209
TCGA-CD-8524-01	280	0.539179193	181
TCGA-CD-8525-01	236	0.525190933	138
TCGA-CD-8526-01	185	0.516991702	110
TCGA-CD-8527-01	472	0.943764095	316
TCGA-CD-8528-01	223	0.514481437	134
TCGA-CD-8529-01	143	0.21429995	84
TCGA-CD-8530-01	168	0.469156625	99
TCGA-CD-8531-01	77	0.04743705	29
TCGA-CD-8532-01	153	0.3511633	97
TCGA-CD-8533-01	272	0.676572523	161
TCGA-CD-8534-01	119	0.894264829	61
TCGA-CD-8535-01	435	0.866900645	286
TCGA-CD-8536-01	67	0.10518429	24
TCGA-CD-A486-01	492	0.623372268	320
TCGA-CD-A487-01	299	0.646130138	178
TCGA-CD-A489-01	173	0.895648642	87
TCGA-CD-A48A-01	478	0.686858039	339
TCGA-CD-A48C-01	353	0.667148485	226
TCGA-CD-A4MG-01	124	0.238881658	57
TCGA-CD-A4MH-01	275	0.67097515	161
TCGA-CD-A4MI-01	69	0.021305225	23
TCGA-CD-A4MJ-01	69	0.050286988	22
TCGA-CE-A13K-01	55	0.024486067	16
TCGA-CE-A27D-01	57	1.55E-05	20
TCGA-CE-A3MD-01	65	0.001375273	20
TCGA-CE-A3ME-01	47	0.000205458	10
TCGA-CE-A481-01	55	3.31E-05	16
TCGA-CE-A482-01	57	0.000342955	16
TCGA-CE-A483-01	53	7.85E-05	18
TCGA-CE-A484-01	53	0.013118907	9
TCGA-CE-A485-01	41	0.011158867	8
TCGA-CF-A1HR-01	137	0.453636007	71
TCGA-CF-A1HS-01	298	0.741083246	192
TCGA-CF-A27C-01	160	0.190365674	90
TCGA-CF-A3MF-01	95	0.453976876	38
TCGA-CF-A3MG-01	114	0.738382141	50
TCGA-CF-A3MH-01	104	0.258675861	47
TCGA-CF-A3MI-01	195	0.612000739	118
TCGA-CF-A47S-01	48	0.157962819	8
TCGA-CF-A47T-01	51	0.050844352	12
TCGA-CF-A47V-01	152	0.126568538	89
TCGA-CF-A47W-01	47	7.45E-05	11
TCGA-CF-A47X-01	122	0.899912713	59
TCGA-CF-A47Y-01	49	0.000164352	4
TCGA-CF-A5U8-01	53	0.178089709	18
TCGA-CF-A5UA-01	182	0.34300966	102
TCGA-CF-A7I0-01	146	0.182031087	85
TCGA-CF-A8HX-01	176	0.251915899	103
TCGA-CF-A8HY-01	182	0.565932451	103
TCGA-CF-A9FF-01	104	0.229233314	58
TCGA-CF-A9FH-01	82	0.1132155	38
TCGA-CF-A9FL-01	111	0.150196287	49
TCGA-CF-A9FM-01	75	0.019799884	30
TCGA-CG-4300-01	225	0.603494383	133
TCGA-CG-4301-01	285	0.423045736	175
TCGA-CG-4304-01	304	0.228357318	209
TCGA-CG-4305-01	101	0.197942674	47
TCGA-CG-4306-01	127	0.002094347	74
TCGA-CG-4436-01	120	0.820934718	63
TCGA-CG-4437-01	233	0.400927191	136
TCGA-CG-4438-01	277	0.855828114	166
TCGA-CG-4440-01	304	0.542629137	177
TCGA-CG-4441-01	1321	0.136878126	1143
TCGA-CG-4442-01	165	0.050271661	100
TCGA-CG-4443-01	613	0.711109272	411
TCGA-CG-4444-01	443	0.713789804	279
TCGA-CG-4449-01	661	0.578609382	427
TCGA-CG-4455-01	153	0.523563745	75
TCGA-CG-4462-01	89	0.084762152	40
TCGA-CG-4465-01	141	0.003835233	75
TCGA-CG-4466-01	397	0.757757846	280
TCGA-CG-4469-01	239	0.333764723	156
TCGA-CG-4472-01	312	0.931824986	199
TCGA-CG-4474-01	111	0.186634001	56
TCGA-CG-4475-01	351	0.565153096	216
TCGA-CG-4476-01	195	0.577159466	113
TCGA-CG-4477-01	141	0.693291047	81
TCGA-CG-5717-01	103	0.043015413	45
TCGA-CG-5718-01	278	0.524285718	168
TCGA-CG-5719-01	144	0.380630418	77
TCGA-CG-5720-01	68	0.080261268	19
TCGA-CG-5721-01	72	0.001549965	20
TCGA-CG-5722-01	68	0.191835159	25
TCGA-CG-5723-01	145	0.015855661	88
TCGA-CG-5724-01	263	0.563571818	157
TCGA-CG-5725-01	358	0.938304636	240
TCGA-CG-5726-01	91	0.331502366	38
TCGA-CG-5727-01	238	0.751973909	148
TCGA-CG-5728-01	96	0.072111025	40
TCGA-CG-5730-01	160	0.488675784	85
TCGA-CG-5732-01	219	0.387296593	124
TCGA-CG-5733-01	106	0.118129167	47
TCGA-CG-5734-01	72	0.113872767	27
TCGA-CH-5737-01	272	0.057399061	200
TCGA-CH-5738-01	63	0.001115841	19
TCGA-CH-5739-01	100	0.088211629	49
TCGA-CH-5740-01	149	0.076011594	85
TCGA-CH-5741-01	103	0.057592752	48
TCGA-CH-5743-01	45	4.12E-05	15
TCGA-CH-5744-01	136	0.050484465	85
TCGA-CH-5746-01	71	0.012522738	34
TCGA-CH-5748-01	81	0.031112121	30
TCGA-CH-5750-01	59	0.011795693	15
TCGA-CH-5751-01	270	0.529793939	155
TCGA-CH-5752-01	141	0.031904095	69
TCGA-CH-5753-01	72	0.222593416	24
TCGA-CH-5754-01	148	0.213693608	83
TCGA-CH-5761-01	230	0.339434358	135
TCGA-CH-5762-01	129	0.138839573	62
TCGA-CH-5763-01	49	3.69E-05	12
TCGA-CH-5764-01	102	0.057768531	46
TCGA-CH-5765-01	130	0.054432766	71
TCGA-CH-5766-01	125	0.17780001	65
TCGA-CH-5767-01	230	0.083904675	168
TCGA-CH-5768-01	158	0.101492319	89
TCGA-CH-5769-01	175	0.0283628	111
TCGA-CH-5771-01	86	0.035652174	39
TCGA-CH-5772-01	75	0.090232248	26
TCGA-CH-5788-01	417	0.267051013	318
TCGA-CH-5789-01	53	5.89E-06	12
TCGA-CH-5790-01	97	0.033568356	50
TCGA-CH-5791-01	155	0.247007481	96
TCGA-CH-5792-01	207	0.087296213	148
TCGA-CH-5794-01	139	0.044033416	82
TCGA-CI-6619-01	61	0.509578244	18
TCGA-CI-6620-01	84	0.26507868	36
TCGA-CI-6621-01	145	0.372990879	86
TCGA-CI-6622-01	92	0.127464668	43
TCGA-CI-6623-01	88	0.706954395	41
TCGA-CI-6624-01	129	0.45151204	61
TCGA-CJ-4634-01	93	0.063670708	51
TCGA-CJ-4635-01	100	0.545976759	52
TCGA-CJ-4636-01	87	0.306297123	40
TCGA-CJ-4637-01	91	0.1218615	40
TCGA-CJ-4638-01	73	0.239713948	34
TCGA-CJ-4639-01	63	0.094538334	22
TCGA-CJ-4640-01	74	0.260896395	30
TCGA-CJ-4641-01	78	0.082362143	29
TCGA-CJ-4643-01	74	0.084030724	36
TCGA-CJ-4644-01	74	0.441274331	28
TCGA-CJ-4868-01	107	0.080070806	47
TCGA-CJ-4869-01	84	0.150434615	42
TCGA-CJ-4870-01	109	0.099344895	63
TCGA-CJ-4871-01	69	0.495952622	29
TCGA-CJ-4872-01	69	0.195109606	23
TCGA-CJ-4873-01	72	0.441523124	29
TCGA-CJ-4874-01	64	0.054741765	20
TCGA-CJ-4875-01	81	0.236804384	32
TCGA-CJ-4876-01	118	0.325497913	62
TCGA-CJ-4878-01	79	0.108271854	27
TCGA-CJ-4881-01	86	0.414923524	40
TCGA-CJ-4882-01	67	0.079705134	28
TCGA-CJ-4884-01	70	0.143734253	28
TCGA-CJ-4885-01	68	0.307313627	30
TCGA-CJ-4886-01	65	0.058992493	26
TCGA-CJ-4887-01	91	0.18266038	43
TCGA-CJ-4888-01	43	0.077747239	6
TCGA-CJ-4889-01	73	0.134713089	36
TCGA-CJ-4890-01	69	0.008032534	22
TCGA-CJ-4891-01	62	0.084094272	19
TCGA-CJ-4892-01	65	0.117463004	18
TCGA-CJ-4893-01	67	0.243862725	22
TCGA-CJ-4894-01	65	0.183774107	25
TCGA-CJ-4895-01	63	0.118953433	19
TCGA-CJ-4897-01	59	0.64382075	16
TCGA-CJ-4899-01	99	0.144677886	49
TCGA-CJ-4900-01	87	0.132348401	41
TCGA-CJ-4901-01	57	0.669116284	20
TCGA-CJ-4902-01	82	0.102021989	36
TCGA-CJ-4903-01	85	0.525589259	43
TCGA-CJ-4904-01	49	0.129096213	9
TCGA-CJ-4905-01	51	0.095957468	12
TCGA-CJ-4907-01	86	0.535197401	40
TCGA-CJ-4908-01	141	0.059679336	86
TCGA-CJ-4912-01	126	0.321479597	73
TCGA-CJ-4913-01	84	0.106987324	33
TCGA-CJ-4916-01	78	0.104949485	32
TCGA-CJ-4918-01	68	0.053517631	25
TCGA-CJ-4920-01	51	0.071477137	15
TCGA-CJ-4923-01	107	0.127317484	53
TCGA-CJ-5671-01	58	0.411533927	19
TCGA-CJ-5672-01	107	0.24903776	57
TCGA-CJ-5675-01	61	0.165686533	22
TCGA-CJ-5676-01	60	0.614244287	25
TCGA-CJ-5677-01	79	0.245789093	27
TCGA-CJ-5678-01	152	0.175768647	92
TCGA-CJ-5679-01	74	0.714783373	28
TCGA-CJ-5680-01	89	0.121726079	33
TCGA-CJ-5681-01	1155	0.078057579	1090
TCGA-CJ-5682-01	61	0.55203888	21
TCGA-CJ-5683-01	69	0.173541585	27
TCGA-CJ-5684-01	72	0.187912498	31
TCGA-CJ-5686-01	34	0.122853056	5
TCGA-CJ-5689-01	45	0.1867492	8
TCGA-CJ-6027-01	57	0.790746994	16
TCGA-CJ-6028-01	34	0.40932361	2
TCGA-CJ-6030-01	68	0.301293587	20
TCGA-CJ-6031-01	66	0.10034479	13
TCGA-CJ-6032-01	39	0.219703682	3
TCGA-CJ-6033-01	99	0.255367964	46
TCGA-CK-4947-01	70	0.087746878	26
TCGA-CK-4948-01	115	0.330630617	57
TCGA-CK-4950-01	88	0.229649182	41
TCGA-CK-4951-01	111	0.002621721	63
TCGA-CK-4952-01	120	0.154681663	55
TCGA-CK-5912-01	97	0.710806428	48
TCGA-CK-5913-01	79	0.059516908	24
TCGA-CK-5914-01	94	0.658211918	35
TCGA-CK-5915-01	97	0.864377622	42
TCGA-CK-5916-01	53	0.000178076	11
TCGA-CK-6746-01	166	0.050429092	98
TCGA-CK-6747-01	51	0.000432793	17
TCGA-CK-6748-01	105	0.457753748	50
TCGA-CK-6751-01	53	0.004171484	15
TCGA-CL-4957-01	278	0.442703747	198
TCGA-CL-5917-01	110	0.938543554	49
TCGA-CL-5918-01	97	0.341051201	48
TCGA-CM-4743-01	74	0.004703612	32
TCGA-CM-4744-01	109	0.213508774	48
TCGA-CM-4746-01	110	0.13588191	57
TCGA-CM-4747-01	115	0.446203156	54
TCGA-CM-4748-01	51	0.011900035	12
TCGA-CM-4750-01	132	0.879545927	67
TCGA-CM-4751-01	71	0.186734785	24
TCGA-CM-4752-01	226	0.56907469	148
TCGA-CM-5341-01	166	0.54391956	86
TCGA-CM-5344-01	85	0.608910898	38
TCGA-CM-5348-01	140	0.891511885	73
TCGA-CM-5349-01	105	0.278002087	46
TCGA-CM-5860-01	98	0.94770192	45
TCGA-CM-5861-01	66	0.084722785	16
TCGA-CM-5862-01	183	0.859796934	116
TCGA-CM-5863-01	61	0.194400413	21
TCGA-CM-5864-01	124	0.653255317	60
TCGA-CM-5868-01	81	0.44748316	34
TCGA-CM-6161-01	70	0.947728621	30
TCGA-CM-6162-01	51	0.000495125	11
TCGA-CM-6163-01	98	0.695757734	43
TCGA-CM-6164-01	95	0.39754986	42
TCGA-CM-6165-01	93	0.164142806	48
TCGA-CM-6166-01	71	0.650037676	34
TCGA-CM-6167-01	92	0.220832357	42
TCGA-CM-6168-01	72	0.163994122	30
TCGA-CM-6169-01	110	0.530811764	63
TCGA-CM-6170-01	116	0.726843822	62
TCGA-CM-6171-01	59	0.094004221	17
TCGA-CM-6172-01	166	0.388781402	87
TCGA-CM-6674-01	53	0.000115773	12
TCGA-CM-6675-01	245	0.943104301	164
TCGA-CM-6676-01	64	0.5836641	22
TCGA-CM-6677-01	145	0.518649629	87
TCGA-CM-6678-01	49	0.710037888	6
TCGA-CM-6679-01	79	0.542399611	36
TCGA-CM-6680-01	65	0.035427355	22
TCGA-CN-4722-01	90	0.074216056	41
TCGA-CN-4723-01	226	0.349883116	137
TCGA-CN-4725-01	175	0.877307742	95
TCGA-CN-4726-01	107	0.243973929	50
TCGA-CN-4727-01	165	0.523293222	85
TCGA-CN-4728-01	130	0.442629058	61
TCGA-CN-4729-01	239	0.518407102	144
TCGA-CN-4730-01	102	0.436976719	45
TCGA-CN-4731-01	177	0.314508127	102
TCGA-CN-4733-01	39	8.13E-06	8
TCGA-CN-4735-01	185	0.570275542	96
TCGA-CN-4736-01	143	0.346544355	70
TCGA-CN-4737-01	167	0.68952435	83
TCGA-CN-4738-01	88	0.178786913	34
TCGA-CN-4739-01	105	0.482915218	41
TCGA-CN-4740-01	156	0.467424366	78
TCGA-CN-4741-01	93	0.154349113	39
TCGA-CN-4742-01	144	0.552625791	73
TCGA-CN-5355-01	143	0.455970226	78
TCGA-CN-5356-01	148	0.66696024	68
TCGA-CN-5358-01	68	0.047306117	24
TCGA-CN-5359-01	191	0.540212251	113
TCGA-CN-5360-01	92	0.944428505	34
TCGA-CN-5363-01	172	0.594092301	99
TCGA-CN-5364-01	144	0.186202126	82
TCGA-CN-5365-01	120	0.272271044	61
TCGA-CN-5366-01	113	0.278929719	46
TCGA-CN-5367-01	162	0.389412146	72
TCGA-CN-5369-01	39	0.000533355	5
TCGA-CN-5370-01	104	0.186684497	49
TCGA-CN-5373-01	85	0.169643279	35
TCGA-CN-5374-01	81	0.442330412	30
TCGA-CN-6010-01	208	0.578227035	110
TCGA-CN-6011-01	253	0.7584365	140
TCGA-CN-6012-01	98	0.772613632	36
TCGA-CN-6013-01	114	0.374681759	45
TCGA-CN-6016-01	77	0.218045205	32
TCGA-CN-6017-01	35	0.000136324	2
TCGA-CN-6018-01	165	0.589653563	90
TCGA-CN-6019-01	50	0.286270314	12
TCGA-CN-6020-01	167	0.443187241	92
TCGA-CN-6021-01	111	0.814776467	49
TCGA-CN-6022-01	145	0.334254521	77
TCGA-CN-6023-01	176	0.730919932	89
TCGA-CN-6024-01	294	0.72879187	180
TCGA-CN-6988-01	156	0.540343698	82
TCGA-CN-6989-01	168	0.513712529	85
TCGA-CN-6992-01	238	0.853999839	134
TCGA-CN-6994-01	149	0.610105713	76
TCGA-CN-6995-01	84	0.4908191	36
TCGA-CN-6996-01	87	0.268366813	38
TCGA-CN-6997-01	256	0.907406082	151
TCGA-CN-6998-01	69	0.428243225	27
TCGA-CN-A497-01	104	0.30719287	48
TCGA-CN-A498-01	154	0.275531959	80
TCGA-CN-A499-01	107	0.562969699	50
TCGA-CN-A49A-01	370	0.567368787	214
TCGA-CN-A49B-01	118	0.52587792	53
TCGA-CN-A49C-01	81	0.158370615	28
TCGA-CN-A63T-01	72	0.519845705	25
TCGA-CN-A63U-01	274	0.66687125	166
TCGA-CN-A63V-01	53	0.1580456	17
TCGA-CN-A63W-01	127	0.719116102	55
TCGA-CN-A63Y-01	49	0.095797412	7
TCGA-CN-A640-01	65	0.202344709	24
TCGA-CN-A641-01	103	0.402416345	40
TCGA-CN-A642-01	76	0.082410653	30
TCGA-CN-A6UY-01	106	0.184955387	46
TCGA-CN-A6V1-01	51	6.68E-05	11
TCGA-CN-A6V3-01	115	0.245036096	62
TCGA-CN-A6V6-01	82	0.36148425	33
TCGA-CN-A6V7-01	134	0.70296217	76
TCGA-CQ-5323-01	203	0.293857361	110
TCGA-CQ-5324-01	78	0.060841077	32
TCGA-CQ-5325-01	47	0.117704216	10
TCGA-CQ-5326-01	131	0.348764466	71
TCGA-CQ-5327-01	89	0.026534598	41
TCGA-CQ-5329-01	131	0.922496238	65
TCGA-CQ-5330-01	81	0.296895208	31
TCGA-CQ-5331-01	58	0.068967122	18
TCGA-CQ-5332-01	289	0.844393542	173
TCGA-CQ-5333-01	73	0.046445676	25
TCGA-CQ-5334-01	117	0.18386903	53
TCGA-CQ-6218-01	136	0.187536672	77
TCGA-CQ-6220-01	83	0.556715454	35
TCGA-CQ-6223-01	113	0.297335819	55
